Museum Name,State (Administrative Location),Museum Type,Street Address (Administrative Location),Institution Name,Tax Period,Income,Revenue,OFFATTEN,C19WKSCL
41180,R_22,N,,,,,,75.0,
-4,R_22,Y,,,,,,0.0,
36837,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,21.0,
-4,R_22,N,,,,,,62.0,
16980,R_22,Y,,,,,,677.0,
16980,R_22,Y,,,,,,179.0,
22800,R_22,Y,,,,,,0.0,
37900,R_22,Y,,,,,,403.0,
41180,R_22,Y,,,,,,1900.0,
16980,R_22,Y,,,,,,159.0,
-4,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,543.0,
16980,R_22,Y,,,,,,0.0,
27300,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,65.0,
-4,R_22,Y,,,,,,1162.0,
37900,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,238.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,17.0,
16980,R_22,Y,,,,,,128.0,
19340,R_22,Y,,,,,,584.0,
16980,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,634.0,
19180,R_22,Y,,,,,,0.0,
16980,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
14010,R_22,N,,,,,,91.0,
16980,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,2607.0,
16980,R_22,Y,,,,,,695.0,
27300,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,0.0,
40420,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,3840.0,
-4,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,2622.0,
41180,R_22,Y,,,,,,4958.0,
16980,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,164.0,
41180,R_22,Y,,,,,,0.0,
16980,R_22,N,,,,,,1895.0,
36837,R_22,N,,,,,,25.0,
37900,R_22,Y,,,,,,77.0,
16980,R_22,Y,,,,,,240.0,
-4,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,1783.0,
-4,R_22,Y,,,,,,251.0,
41180,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,1242.0,
16980,R_22,Y,,,,,,0.0,
41180,R_22,N,,,,,,338.0,
39500,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
23660,R_22,Y,,,,,,0.0,
-4,IB22,N,,,,,,0.0,
19500,R_22,Y,,,,,,42.0,
16980,R_22,Y,,,,,,154.0,
16980,R_22,Y,,,,,,825.0,
41180,R_22,Y,,,,,,0.0,
14010,R_22,Y,,,,,,184.0,
36837,R_22,Y,,,,,,9.0,
-4,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,787.0,
40300,R_22,Y,,,,,,120.0,
41180,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,176.0,
-4,R_22,Y,,,,,,45.0,
-4,R_22,N,,,,,,19.0,
44100,R_22,Y,,,,,,865.0,
44100,R_22,N,,,,,,99.0,
41180,R_22,Y,,,,,,0.0,
28100,R_22,Y,,,,,,165.0,
28100,IB22,Y,,,,,,241.0,
44100,R_22,Y,,,,,,0.0,
44100,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,58.0,
-4,R_22,N,,,,,,15.0,
41180,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
16980,R_22,N,,,,,,0.0,
44100,R_22,Y,,,,,,0.0,
16980,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
41180,R_22,Y,,,,,,0.0,
44100,R_22,Y,,,,,,53.0,
16460,R_22,Y,,,,,,0.0,
16980,R_22,Y,,,,,,10.0,
14010,IM22,Y,,,,,,0.0,
38700,R_22,Y,,,,,,0.0,
47780,R_22,Y,,,,,,184.0,
47780,IG21,Y,,,,,,0.0,
27540,R_22,N,,,,,,10858.0,
27540,R_22,Y,,,,,,4150.0,
-4,R_22,M,,,,,,648.0,
-4,R_22,N,,,,,,948.0,
-4,R_22,N,,,,,,2044.0,
-4,R_22,N,,,,,,547.0,
47180,R_22,N,,,,,,258.0,
47180,R_22,Y,,,,,,1147.0,
-4,IG21,M,,,,,,391.0,
-4,R_22,Y,,,,,,232.0,
-4,R_22,N,,,,,,1147.0,
27540,R_22,Y,,,,,,608.0,
21780,R_22,Y,,,,,,630.0,
21780,R_22,M,,,,,,58.0,
21780,R_22,N,,,,,,1049.0,
-4,R_22,M,,,,,,6952.0,
21780,R_22,N,,,,,,15631.0,
21780,R_22,Y,,,,,,2964.0,
21780,R_22,Y,,,,,,2116.0,
21780,R_22,N,,,,,,14285.0,
16980,R_22,M,,,,,,310.0,
16980,R_22,N,,,,,,7685.0,
16980,R_22,Y,,,,,,587.0,
16980,R_22,M,,,,,,1723.0,
16980,R_22,Y,,,,,,604.0,
16980,R_22,Y,,,,,,4284.0,
16980,R_22,N,,,,,,10306.0,
16980,R_22,N,,,,,,10844.0,
33140,R_22,N,,,,,,8757.0,
33140,R_22,Y,,,,,,68.0,
33140,R_22,Y,,,,,,60.0,
33140,R_22,Y,,,,,,0.0,
33140,R_22,Y,,,,,,3682.0,
16980,R_22,M,,,,,,1930.0,
16980,IB22,Y,,,,,,1237.0,
16980,R_22,N,,,,,,0.0,
16980,R_22,Y,,,,,,160.0,
16980,R_22,Y,,,,,,6093.0,
16980,R_22,N,,,,,,790.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,1976.0,
-4,R_22,Y,,,,,,11.0,
-4,R_22,N,,,,,,603.0,
-4,R_22,N,,,,,,1327.0,
21140,R_22,N,,,,,,20548.0,
21140,R_22,N,,,,,,836.0,
21140,R_22,N,,,,,,4132.0,
21140,R_22,M,,,,,,617.0,
21140,R_22,N,,,,,,4349.0,
21140,R_22,N,,,,,,1633.0,
47700,R_22,Y,,,,,,600.0,
47700,R_22,M,,,,,,1664.0,
47700,R_22,N,,,,,,138.0,
47700,R_22,M,,,,,,120.0,
47700,R_22,Y,,,,,,0.0,
38500,R_22,N,,,,,,2341.0,
38500,R_22,N,,,,,,804.0,
38500,IG20,N,,,,,,2988.0,
38500,R_22,Y,,,,,,290.0,
38500,R_22,Y,,,,,,1130.0,
43780,R_22,N,,,,,,104.0,
43780,R_22,Y,,,,,,150.0,
43780,R_22,N,,,,,,6329.0,
43780,R_22,N,,,,,,-1.0,
19540,R_22,M,,,,,,1053.0,
23060,R_22,N,,,,,,37194.0,
12140,R_22,N,,,,,,1931.0,
12140,R_22,M,,,,,,2484.0,
12140,R_22,N,,,,,,170.0,
12140,R_22,Y,,,,,,1424.0,
26540,R_22,N,,,,,,32.0,
26540,IG21,Y,,,,,,202.0,
26540,R_22,N,,,,,,589.0,
26540,R_22,Y,,,,,,113.0,
-4,R_22,Y,,,,,,703.0,
28340,R_22,N,,,,,,447.0,
28340,R_22,Y,,,,,,2461.0,
28340,R_22,M,,,,,,6398.0,
11420,R_22,Y,,,,,,118.0,
11420,R_22,N,,,,,,2566.0,
14160,R_22,N,,,,,,4792.0,
23060,R_22,Y,,,,,,3090.0,
23060,R_22,N,,,,,,2443.0,
23060,R_22,Y,,,,,,2571.0,
29200,R_22,Y,,,,,,31.0,
29200,R_22,Y,,,,,,81.0,
29200,R_22,Y,,,,,,70.0,
29200,R_22,N,,,,,,59.0,
29200,R_22,N,,,,,,707.0,
29200,R_22,Y,,,,,,42.0,
29200,R_22,Y,,,,,,4463.0,
29200,R_22,N,,,,,,0.0,
29200,R_22,Y,,,,,,1379.0,
23140,R_22,N,,,,,,0.0,
23140,R_22,M,,,,,,10221.0,
23140,R_22,Y,,,,,,130.0,
-4,R_22,Y,,,,,,1388.0,
-4,R_22,Y,,,,,,1555.0,
-4,R_22,Y,,,,,,0.0,
18820,R_22,N,,,,,,799.0,
18820,R_22,Y,,,,,,162.0,
18820,R_22,Y,,,,,,310.0,
18820,R_22,Y,,,,,,3800.0,
18820,R_22,Y,,,,,,241.0,
29200,R_22,Y,,,,,,1001.0,
29200,R_22,Y,,,,,,142.0,
29200,R_22,N,,,,,,177.0,
29200,R_22,Y,,,,,,1679.0,
-4,R_22,N,,,,,,517.0,
-4,R_22,N,,,,,,251.0,
-4,R_22,Y,,,,,,1575.0,
-4,R_22,M,,,,,,2485.0,
30900,R_22,Y,,,,,,426.0,
30900,R_22,Y,,,,,,0.0,
30900,R_22,M,,,,,,109.0,
-4,R_22,Y,,,,,,1970.0,
-4,R_22,N,,,,,,4353.0,
-4,R_22,Y,,,,,,2600.0,
29020,R_22,N,,,,,,8732.0,
29020,R_22,Y,,,,,,501.0,
37940,R_22,Y,,,,,,1804.0,
37940,R_22,N,,,,,,120.0,
-4,R_22,N,,,,,,219.0,
47340,R_22,N,,,,,,41.0,
47340,R_22,N,,,,,,913.0,
47340,R_22,N,,,,,,1249.0,
-4,R_22,M,,,,,,594.0,
-4,R_22,N,,,,,,0.0,
34620,R_22,N,,,,,,2017.0,
18220,R_22,Y,,,,,,335.0,
17140,R_22,Y,,,,,,2745.0,
31980,R_22,Y,,,,,,356.0,
31980,R_22,Y,,,,,,1172.0,
31980,R_22,Y,,,,,,0.0,
31980,R_22,N,,,,,,0.0,
31980,R_22,N,,,,,,0.0,
31980,R_22,Y,,,,,,0.0,
31980,R_22,N,,,,,,298.0,
31980,R_22,N,,,,,,0.0,
35220,R_22,N,,,,,,182.0,
35220,R_22,N,,,,,,3921.0,
35220,R_22,N,,,,,,14.0,
35220,R_22,N,,,,,,240.0,
-4,R_22,Y,,,,,,1304.0,
-4,R_22,M,,,,,,250.0,
-4,R_22,N,,,,,,1404.0,
26900,R_22,N,,,,,,876.0,
26900,R_22,N,,,,,,1171.0,
26900,R_22,N,,,,,,18975.0,
26900,R_22,M,,,,,,42.0,
-4,R_22,N,,,,,,67.0,
-4,R_22,N,,,,,,560.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,6.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,458.0,
17140,R_22,Y,,,,,,2692.0,
39980,R_22,Y,,,,,,1759.0,
39980,R_22,N,,,,,,11.0,
39980,R_22,N,,,,,,88.0,
39980,R_22,Y,,,,,,2151.0,
39980,R_22,N,,,,,,115.0,
45460,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,114.0,
-4,R_22,N,,,,,,182.0,
-4,R_22,N,,,,,,77.0,
-4,IG19,M,,,,,,526.0,
13260,R_22,N,,,,,,10970.0,
13260,R_22,N,,,,,,0.0,
14020,R_22,Y,,,,,,4127.0,
14020,R_22,N,,,,,,5572.0,
45460,R_22,Y,,,,,,115.0,
45460,IB22,M,,,,,,183.0,
26900,R_22,Y,,,,,,82.0,
26900,R_22,N,,,,,,497.0,
45460,R_22,N,,,,,,973.0,
45460,R_22,M,,,,,,528.0,
45460,R_22,N,,,,,,2597.0,
45460,R_22,M,,,,,,2556.0,
26900,R_22,N,,,,,,1102.0,
26900,R_22,M,,,,,,0.0,
26900,R_22,N,,,,,,1003.0,
26900,R_22,Y,,,,,,1054.0,
26900,IB22,Y,,,,,,11289.0,
26900,R_22,M,,,,,,0.0,
26900,R_22,N,,,,,,1111.0,
26900,R_22,Y,,,,,,5556.0,
26900,R_22,M,,,,,,2112.0,
26900,R_22,N,,,,,,0.0,
26900,R_22,N,,,,,,77.0,
26900,R_22,Y,,,,,,4163.0,
26900,R_22,N,,,,,,233.0,
26900,R_22,N,,,,,,1051.0,
26900,R_22,N,,,,,,3365.0,
26900,R_22,M,,,,,,1434.0,
26900,R_22,N,,,,,,22178.0,
26900,R_22,N,,,,,,0.0,
26900,R_22,N,,,,,,2438.0,
26900,R_22,N,,,,,,17346.0,
26900,R_22,N,,,,,,5555.0,
26900,R_22,Y,,,,,,1942.0,
26900,R_22,Y,,,,,,3161.0,
18020,R_22,M,,,,,,18577.0,
26900,R_22,N,,,,,,2686.0,
31140,IB22,N,,,,,,555.0,
31140,R_22,Y,,,,,,6667.0,
-4,R_22,M,,,,,,70.0,
17140,R_22,N,,,,,,5876.0,
17140,R_22,N,,,,,,990.0,
31140,R_22,N,,,,,,20923.0,
31140,R_22,Y,,,,,,3743.0,
42980,R_22,Y,,,,,,3795.0,
42980,R_22,Y,,,,,,11859.0,
31500,R_22,N,,,,,,4020.0,
35860,R_22,Y,,,,,,2190.0,
17140,R_22,N,,,,,,82.0,
-4,R_22,Y,,,,,,3957.0,
-4,R_22,Y,,,,,,32.0,
-4,R_22,N,,,,,,20.0,
-4,R_22,N,,,,,,5034.0,
-4,R_22,N,,,,,,9736.0,
-4,R_22,M,,,,,,0.0,
42500,R_22,N,,,,,,474.0,
-4,R_22,Y,,,,,,1467.0,
31140,R_22,Y,,,,,,517.0,
-4,R_22,N,,,,,,1591.0,
16980,R_22,N,,,,,,537.0,
11420,R_22,N,,,,,,14.0,
26900,R_22,Y,,,,,,4296.0,
24700,R_22,N,,,,,,3597.0,
47700,IB22,N,,,,,,1962.0,
19540,R_22,M,,,,,,4291.0,
34620,R_22,Y,,,,,,683.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,25.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,44.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,12.0,
-4,R_22,Y,,,,,,144.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,281.0,
-4,R_22,Y,,,,,,0.0,
41460,R_22,N,,,,,,164.0,
-4,R_22,Y,,,,,,235.0,
-4,R_22,N,,,,,,7.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
41460,R_22,Y,,,,,,230.0,
-4,R_22,Y,,,,,,271.0,
-4,R_22,N,,,,,,289.0,
-4,R_22,Y,,,,,,20.0,
-4,R_22,N,,,,,,270.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,34.0,
-4,R_22,Y,,,,,,0.0,
24460,R_22,N,,,,,,376.0,
-4,R_22,Y,,,,,,834.0,
-4,R_22,Y,,,,,,90.0,
-4,R_22,Y,,,,,,183.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,422.0,
-4,R_22,Y,,,,,,112.0,
41460,R_22,N,,,,,,300.0,
-4,R_22,N,,,,,,0.0,
25700,R_22,Y,,,,,,314.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,96.0,
24460,R_22,Y,,,,,,555.0,
-4,R_22,Y,,,,,,194.0,
-4,R_22,Y,,,,,,0.0,
24460,R_22,N,,,,,,86.0,
-4,R_22,Y,,,,,,318.0,
-4,R_22,Y,,,,,,655.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
24460,R_22,Y,,,,,,3321.0,
25700,R_22,N,,,,,,2654.0,
41460,R_22,M,,,,,,3334.0,
-4,R_22,Y,,,,,,89.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
31740,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,965.0,
-4,R_22,N,,,,,,157.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,60.0,
-4,R_22,Y,,,,,,19.0,
-4,R_22,N,,,,,,31.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,446.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,77.0,
28140,R_22,Y,,,,,,4695.0,
21380,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,799.0,
-4,R_22,Y,,,,,,475.0,
-4,IG21,N,,,,,,32.0,
21380,IG21,N,,,,,,112.0,
21380,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,72.0,
-4,R_22,Y,,,,,,250.0,
-4,R_22,Y,,,,,,361.0,
-4,R_22,Y,,,,,,48.0,
-4,R_22,Y,,,,,,1366.0,
31740,R_22,Y,,,,,,3215.0,
-4,IG21,Y,,,,,,2309.0,
-4,R_22,Y,,,,,,1096.0,
-4,IG21,N,,,,,,1369.0,
31740,R_22,Y,,,,,,0.0,
31740,R_22,N,,,,,,1902.0,
21380,R_22,Y,,,,,,5253.0,
31740,R_22,Y,,,,,,4979.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
36840,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,150.0,
45820,R_22,Y,,,,,,178.0,
-4,R_22,N,,,,,,0.0,
11860,R_22,Y,,,,,,198.0,
45820,R_22,Y,,,,,,3498.0,
45820,R_22,N,,,,,,0.0,
45820,R_22,N,,,,,,15.0,
45820,R_22,Y,,,,,,78.0,
36840,R_22,N,,,,,,0.0,
45820,R_22,N,,,,,,62.0,
45820,R_22,N,,,,,,86.0,
45820,R_22,Y,,,,,,1606.0,
-4,R_22,Y,,,,,,8.0,
28140,R_22,Y,,,,,,0.0,
45820,R_22,Y,,,,,,870.0,
45820,IB22,N,,,,,,0.0,
45820,R_22,N,,,,,,21.0,
28140,IB22,Y,,,,,,853.0,
-4,R_22,Y,,,,,,1130.0,
-4,R_22,Y,,,,,,713.0,
45820,R_22,M,,,,,,233.0,
29940,R_22,Y,,,,,,189.0,
28140,R_22,Y,,,,,,15581.0,
-4,R_22,Y,,,,,,0.0,
29940,R_22,Y,,,,,,525.0,
28140,R_22,Y,,,,,,308.0,
28140,R_22,Y,,,,,,0.0,
28140,R_22,Y,,,,,,215.0,
28140,R_22,Y,,,,,,3042.0,
21380,R_22,Y,,,,,,6.0,
36840,R_22,Y,,,,,,3426.0,
11860,R_22,Y,,,,,,2782.0,
28140,R_22,Y,,,,,,859.0,
28140,R_22,Y,,,,,,17852.0,
29940,R_22,Y,,,,,,3430.0,
45820,R_22,Y,,,,,,22306.0,
28140,R_22,Y,,,,,,21434.0,
28140,R_22,Y,,,,,,17029.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,IG20,M,,,,,,-1.0,
-4,R_22,N,,,,,,21.0,
-4,IG21,N,,,,,,44.0,
-4,IB22,Y,,,,,,22.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,32.0,
-4,IG21,Y,,,,,,80.0,
-4,IG20,M,,,,,,-1.0,
-4,R_22,Y,,,,,,188.0,
-4,R_22,N,,,,,,123.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,100.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,IG20,Y,,,,,,150.0,
-4,R_22,N,,,,,,2317.0,
-4,R_22,N,,,,,,0.0,
26740,R_22,N,,,,,,23.0,
48620,R_22,Y,,,,,,-1.0,
26740,R_22,Y,,,,,,43.0,
-4,R_22,Y,,,,,,86.0,
-4,R_22,N,,,,,,0.0,
48620,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,70.0,
-4,IG18,M,,,,,,-1.0,
26740,R_22,Y,,,,,,0.0,
-4,IG18,M,,,,,,-1.0,
-4,R_22,Y,,,,,,10.0,
26740,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,50.0,
26740,R_22,Y,,,,,,222.0,
48620,IG21,N,,,,,,0.0,
48620,IG19,M,,,,,,-1.0,
48620,R_22,Y,,,,,,197.0,
48620,R_22,N,,,,,,16.0,
-4,IG21,N,,,,,,0.0,
48620,R_22,N,,,,,,0.0,
32700,R_22,N,,,,,,289.0,
49060,R_22,Y,,,,,,0.0,
48620,R_22,Y,,,,,,26.0,
32700,R_22,Y,,,,,,152.0,
48620,IG21,N,,,,,,-1.0,
48620,IG21,Y,,,,,,450.0,
26740,R_22,Y,,,,,,0.0,
32700,R_22,N,,,,,,5.0,
26740,R_22,N,,,,,,0.0,
26740,IG21,Y,,,,,,-1.0,
-4,R_22,Y,,,,,,0.0,
48620,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
48620,R_22,N,,,,,,626.0,
48620,IG21,Y,,,,,,0.0,
32700,R_22,Y,,,,,,594.0,
48620,R_22,N,,,,,,52.0,
-4,R_22,N,,,,,,0.0,
48620,R_22,Y,,,,,,125.0,
-4,R_22,N,,,,,,65.0,
48620,R_22,Y,,,,,,110.0,
48620,R_22,N,,,,,,0.0,
48620,R_22,N,,,,,,103.0,
48620,R_22,N,,,,,,6308.0,
48620,R_22,Y,,,,,,93.0,
-4,R_22,N,,,,,,601.0,
48620,R_22,Y,,,,,,466.0,
-4,R_22,N,,,,,,56.0,
-4,R_22,Y,,,,,,89.0,
48620,R_22,Y,,,,,,1819.0,
32700,R_22,Y,,,,,,124.0,
-4,R_22,Y,,,,,,178.0,
48620,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,1577.0,
-4,IG21,Y,,,,,,0.0,
48620,R_22,Y,,,,,,3307.0,
48620,R_22,Y,,,,,,1996.0,
48620,R_22,Y,,,,,,3012.0,
48620,R_22,Y,,,,,,1338.0,
48620,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,1440.0,
48620,R_22,Y,,,,,,1406.0,
49060,R_22,Y,,,,,,125.0,
32700,R_22,Y,,,,,,5277.0,
48620,R_22,Y,,,,,,8331.0,
49060,R_22,Y,,,,,,2984.0,
48620,R_22,Y,,,,,,1024.0,
26740,R_22,Y,,,,,,10683.0,
48620,R_22,Y,,,,,,8680.0,
-4,R_22,N,,,,,,30.0,
38260,R_22,N,,,,,,3476.0,
-4,R_22,Y,,,,,,0.0,
28140,R_22,N,,,,,,0.0,
38260,R_22,Y,,,,,,0.0,
37660,R_22,Y,,,,,,96.0,
-4,R_22,N,,,,,,84.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,33.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
37660,R_22,Y,,,,,,0.0,
38260,R_22,Y,,,,,,144.0,
-4,R_22,Y,,,,,,339.0,
-4,IG21,Y,,,,,,969.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
28140,R_22,Y,,,,,,21.0,
28140,R_22,N,,,,,,24.0,
-4,R_22,Y,,,,,,91.0,
-4,R_22,N,,,,,,117.0,
-4,IG20,Y,,,,,,112.0,
-4,R_22,Y,,,,,,154.0,
-4,R_22,N,,,,,,0.0,
37660,R_22,Y,,,,,,0.0,
28140,R_22,Y,,,,,,146.0,
-4,R_22,Y,,,,,,7.0,
-4,R_22,Y,,,,,,200.0,
28140,R_22,N,,,,,,43.0,
37660,IG21,N,,,,,,311.0,
41140,R_22,N,,,,,,110.0,
-4,R_22,Y,,,,,,208.0,
37660,R_22,Y,,,,,,26.0,
-4,R_22,Y,,,,,,576.0,
17700,R_22,Y,,,,,,372.0,
17700,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,113.0,
38260,R_22,Y,,,,,,286.0,
-4,R_22,Y,,,,,,1015.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,385.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,96.0,
-4,R_22,Y,,,,,,0.0,
-4,IG21,N,,,,,,748.0,
-4,IB22,Y,,,,,,1070.0,
-4,R_22,Y,,,,,,9216.0,
-4,R_22,Y,,,,,,0.0,
17700,R_22,Y,,,,,,0.0,
37660,R_22,N,,,,,,2138.0,
17700,R_22,Y,,,,,,0.0,
38260,R_22,Y,,,,,,5881.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
30580,R_22,N,,,,,,1494.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,14.0,
19980,R_22,N,,,,,,250.0,
-4,R_22,N,,,,,,0.0,
-4,IG21,Y,,,,,,0.0,
19980,R_22,N,,,,,,42.0,
-4,IG21,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,380.0,
-4,R_22,N,,,,,,100.0,
-4,R_22,Y,,,,,,1061.0,
-4,R_22,Y,,,,,,875.0,
-4,R_22,Y,,,,,,1329.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,164.0,
-4,R_22,Y,,,,,,175.0,
-4,R_22,Y,,,,,,73.0,
-4,R_22,Y,,,,,,2498.0,
-4,R_22,Y,,,,,,1073.0,
-4,R_22,Y,,,,,,195.0,
-4,R_22,Y,,,,,,105.0,
-4,R_22,Y,,,,,,4661.0,
-4,R_22,Y,,,,,,1982.0,
23780,R_22,N,,,,,,235.0,
-4,IG21,Y,,,,,,2790.0,
-4,R_22,N,,,,,,1180.0,
-4,R_22,Y,,,,,,2653.0,
30580,IG21,Y,,,,,,0.0,
19980,R_22,N,,,,,,2304.0,
23780,R_22,Y,,,,,,3606.0,
-4,IG21,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
38260,R_22,N,,,,,,10.0,
48620,R_22,N,,,,,,538.0,
48620,R_22,Y,,,,,,0.0,
36840,R_22,Y,,,,,,0.0,
31740,R_22,N,,,,,,335.0,
36840,R_22,N,,,,,,85.0,
-4,R_22,Y,,,,,,-1.0,
45820,IG21,Y,,,,,,320.0,
-4,R_22,M,,,,,,67.0,
48620,R_22,Y,,,,,,0.0,
48620,R_22,Y,,,,,,0.0,
45820,R_22,N,,,,,,0.0,
28140,R_22,Y,,,,,,372.0,
-4,R_22,N,,,,,,40.0,
-4,R_22,N,,,,,,973.0,
-4,R_22,Y,,,,,,466.0,
14540,R_22,Y,,,,,,1715.0,
23180,R_22,Y,,,,,,0.0,
23980,R_22,N,,,,,,1965.0,
34460,R_22,Y,,,,,,1421.0,
33180,R_22,Y,,,,,,10313.0,
17140,R_22,Y,,,,,,16170.0,
30460,R_22,Y,,,,,,8675.0,
26580,R_22,Y,,,,,,7218.0,
19220,R_22,Y,,,,,,1889.0,
-4,R_22,Y,,,,,,1734.0,
-4,R_22,N,,,,,,5240.0,
31140,R_22,Y,,,,,,18043.0,
14540,R_22,Y,,,,,,1317.0,
-4,R_22,Y,,,,,,243.0,
34660,R_22,Y,,,,,,1242.0,
17140,R_22,Y,,,,,,20249.0,
-4,R_22,N,,,,,,1959.0,
-4,R_22,Y,,,,,,646.0,
17300,R_22,Y,,,,,,977.0,
30460,R_22,Y,,,,,,8323.0,
30940,R_22,Y,,,,,,6263.0,
-4,R_22,Y,,,,,,1136.0,
-4,R_22,Y,,,,,,954.0,
-4,R_22,Y,,,,,,567.0,
36980,R_22,Y,,,,,,13611.0,
14540,R_22,Y,,,,,,90.0,
-4,R_22,N,,,,,,122.0,
40080,R_22,Y,,,,,,16973.0,
30460,R_22,Y,,,,,,2758.0,
-4,R_22,Y,,,,,,613.0,
-4,R_22,Y,,,,,,106.0,
23180,R_22,Y,,,,,,6617.0,
-4,R_22,Y,,,,,,512.0,
-4,R_22,Y,,,,,,347.0,
17140,R_22,N,,,,,,1154.0,
32460,R_22,N,,,,,,813.0,
-4,R_22,Y,,,,,,648.0,
15820,R_22,Y,,,,,,2465.0,
26580,R_22,N,,,,,,5552.0,
36980,R_22,Y,,,,,,636.0,
21060,R_22,Y,,,,,,3665.0,
-4,R_22,Y,,,,,,501.0,
